"id","trait","note"
"ukb-d-O70","Diagnoses - main ICD10: O70 Perineal laceration during delivery",
"ukb-d-O80","Diagnoses - main ICD10: O80 Single spontaneous delivery",
"ukb-d-PNEUMONIA","Pneumonias (Asthma/COPD co-morbidities)",
"ukb-d-PULMONARYDG","Other pulmonary diagnosis",
"ukb-d-R00","Diagnoses - main ICD10: R00 Abnormalities of heart beat",
"ukb-d-R06","Diagnoses - main ICD10: R06 Abnormalities of breathing",
"ukb-d-R19","Diagnoses - main ICD10: R19 Other symptoms and signs involving the digestive system and abdomen",
"ukb-d-R22","Diagnoses - main ICD10: R22 Localised swelling, mass and lump of skin and subcutaneous tissue",
"ukb-d-R39","Diagnoses - main ICD10: R39 Other symptoms and signs involving the urinary system",
"ukb-d-R50","Diagnoses - main ICD10: R50 Fever of unknown origin",
"ukb-d-R56","Diagnoses - main ICD10: R56 Convulsions, not elsewhere classified",
"ukb-d-R59","Diagnoses - main ICD10: R59 Enlarged lymph nodes",
"ukb-d-R63","Diagnoses - main ICD10: R63 Symptoms and signs concerning food and fluid intake",
"ukb-d-R79","Diagnoses - main ICD10: R79 Other abnormal findings of blood chemistry",
"ukb-d-R87","Diagnoses - main ICD10: R87 Abnormal findings in specimens from female genital organs",
"ukb-d-R93","Diagnoses - main ICD10: R93 Abnormal findings on diagnostic imaging of other body structures",
"ukb-d-S01","Diagnoses - main ICD10: S01 Open wound of head",
"ukb-d-S02","Diagnoses - main ICD10: S02 Fracture of skull and facial bones",
"ukb-d-S42","Diagnoses - main ICD10: S42 Fracture of shoulder and upper arm",
"ukb-d-S61","Diagnoses - main ICD10: S61 Open wound of wrist and hand",
"ukb-d-S62","Diagnoses - main ICD10: S62 Fracture at wrist and hand level",
"ukb-d-S72","Diagnoses - main ICD10: S72 Fracture of femur",
"ukb-d-S82","Diagnoses - main ICD10: S82 Fracture of lower leg, including ankle",
"ukb-d-SLEEP","Sleep disorders (combined)",
"ukb-d-T39","Diagnoses - main ICD10: T39 Poisoning by nonopioid analgesics, antipyretics and antirheumatics",
"ukb-d-T81","Diagnoses - main ICD10: T81 Complications of procedures, not elsewhere classified",
"ukb-d-T82","Diagnoses - main ICD10: T82 Complications of cardiac and vascular prosthetic devices, implants and grafts",
"ukb-d-T84","Diagnoses - main ICD10: T84 Complications of internal orthopaedic prosthetic devices, implants and grafts",
"ukb-d-T85","Diagnoses - main ICD10: T85 Complications of other internal prosthetic devices, implants and grafts",
"ukb-d-ULCERNAS","Ulcerative colitis, NAS",
"ukb-d-Z01","Diagnoses - main ICD10: Z01 Other special examinations and investigations of persons without complaint or reported diagnosis",
"ukb-d-Z03","Diagnoses - main ICD10: Z03 Medical observation and evaluation for suspected diseases and conditions",
"ukb-d-Z08","Diagnoses - main ICD10: Z08 Follow-up examination after treatment for malignant neoplasm",
"ukb-d-Z12","Diagnoses - main ICD10: Z12 Special screening examination for neoplasms",
"ukb-d-Z13","Diagnoses - main ICD10: Z13 Special screening examination for other diseases and disorders",
"ukb-d-Z30","Diagnoses - main ICD10: Z30 Contraceptive management",
"ukb-d-Z42","Diagnoses - main ICD10: Z42 Follow-up care involving plastic surgery",
"ukb-d-Z43","Diagnoses - main ICD10: Z43 Attention to artificial openings",
"ukb-d-Z45","Diagnoses - main ICD10: Z45 Adjustment and management of implanted device",
"ukb-d-Z46","Diagnoses - main ICD10: Z46 Fitting and adjustment of other devices",
"ukb-d-Z53","Diagnoses - main ICD10: Z53 Persons encountering health services for specifie procedures, not carried out",
"ukb-d-age","Age at recruitment",
"ukb-d-12336_irnt","Ventricular rate",
"ukb-d-12338_irnt","P duration",
"ukb-d-12340_irnt","QRS duration",
"ukb-d-1707_1","Handedness (chirality/laterality): Right-handed",
"ukb-d-1747_1","Hair colour (natural, before greying): Blonde",
"ukb-d-1747_2","Hair colour (natural, before greying): Red",
"ukb-d-1747_3","Hair colour (natural, before greying): Light brown",
"ukb-d-1747_4","Hair colour (natural, before greying): Dark brown",
"ukb-d-1747_5","Hair colour (natural, before greying): Black",
"ukb-d-1747_6","Hair colour (natural, before greying): Other",
"ukb-d-20002_1278","Non-cancer illness code, self-reported: cataract",
"ukb-d-20112_101","Illnesses of adopted father: None of the above (group 2)",
"ukb-d-20113_100","Illnesses of adopted mother: None of the above (group 1)",
"ukb-d-20113_101","Illnesses of adopted mother: None of the above (group 2)",
"ukb-d-20114_100","Illnesses of adopted siblings: None of the above (group 1)",
"ukb-d-20114_101","Illnesses of adopted siblings: None of the above (group 2)",
"ukb-d-20116_0","Smoking status: Never",
"ukb-d-20117_2","Alcohol drinker status: Current",
"ukb-d-20118_12","Home area population density - urban or rural: Scotland - Other Urban Area",
"ukb-d-20118_13","Home area population density - urban or rural: Scotland - Accessible Small Town",
"ukb-d-20118_16","Home area population density - urban or rural: Scotland - Accessible Rural",
"ukb-d-20118_5","Home area population density - urban or rural: England/Wales - Urban - less sparse",
"ukb-d-20118_6","Home area population density - urban or rural: England/Wales - Town and Fringe - less sparse",
"ukb-d-20118_8","Home area population density - urban or rural: England/Wales - Hamlet and Isolated Dwelling - less sparse",
"ukb-d-20126_0","Bipolar and major depression status: No Bipolar or Depression",
"ukb-d-20126_3","Bipolar and major depression status: Probable Recurrent major depression (severe)",
"ukb-d-20126_4","Bipolar and major depression status: Probable Recurrent major depression (moderate)",
"ukb-d-20126_5","Bipolar and major depression status: Single Probable major depression episode",
"ukb-d-20405_0","Ever had known person concerned about, or recommend reduction of, alcohol consumption: No",
"ukb-d-20405_1","Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, but not in the last year",
"ukb-d-20405_2","Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, during the last year",
"ukb-d-20411_0","Ever been injured or injured someone else through drinking alcohol: No",
"ukb-d-20411_1","Ever been injured or injured someone else through drinking alcohol: Yes, but not in the last year",
"ukb-d-20420_irnt","Longest period spent worried or anxious",
"ukb-d-20433_irnt","Age at first episode of depression",
"ukb-d-20434_irnt","Age at last episode of depression",
"ukb-d-20455_irnt","Age when last took cannabis",
"ukb-d-20536_0","Weight change during worst episode of depression: Stayed about the same or was on a diet",
"ukb-d-20536_1","Weight change during worst episode of depression: Gained weight",
"ukb-d-20536_2","Weight change during worst episode of depression: Lost weight",
"ukb-d-20536_3","Weight change during worst episode of depression: Both gained and lost some weight during the episode",
"ukb-d-20544_1","Mental health problems ever diagnosed by a professional: Social anxiety or social phobia",
"ukb-d-20544_11","Mental health problems ever diagnosed by a professional: Depression",
"ukb-d-20544_15","Mental health problems ever diagnosed by a professional: Anxiety, nerves or generalized anxiety disorder",
"ukb-d-20544_5","Mental health problems ever diagnosed by a professional: Any other phobia (eg disabling fear of heights or spiders)",
"ukb-d-20544_6","Mental health problems ever diagnosed by a professional: Panic attacks",
"ukb-d-20546_1","Substances taken for depression: Unprescribed medication (more than once)",
"ukb-d-20546_3","Substances taken for depression: Medication prescribed to you (for at least two weeks)",
"ukb-d-20546_4","Substances taken for depression: Drugs or alcohol (more than once)",
"ukb-d-20547_1","Activities undertaken to treat depression: Talking therapies, such as psychotherapy, counselling, group therapy or CBT",
"ukb-d-20547_3","Activities undertaken to treat depression: Other therapeutic activities such as mindfulness, yoga or art classes",
"ukb-d-20548_1","Manifestations of mania or irritability: I was more talkative than usual",
"ukb-d-20548_2","Manifestations of mania or irritability: I was more restless than usual",
"ukb-d-20548_3","Manifestations of mania or irritability: My thoughts were racing",
"ukb-d-20548_5","Manifestations of mania or irritability: I needed less sleep than usual",
"ukb-d-20548_6","Manifestations of mania or irritability: I was more creative or had more ideas than usual",
"ukb-d-20548_7","Manifestations of mania or irritability: I was easily distracted",
"ukb-d-20548_8","Manifestations of mania or irritability: I was more confident than usual",
"ukb-d-20548_9","Manifestations of mania or irritability: I was more active than usual",
"ukb-d-20549_1","Substances taken for anxiety: Unprescribed medication (more than once)",
"ukb-d-20549_3","Substances taken for anxiety: Medication prescribed to you (for at least two weeks)",
"ukb-d-20549_4","Substances taken for anxiety: Drugs or alcohol (more than once)",
"ukb-d-20550_1","Activities undertaken to treat anxiety: Talking therapies, such as psychotherapy, counselling, group therapy or CBT",
"ukb-d-20550_3","Activities undertaken to treat anxiety: Other therapeutic activities such as mindfulness, yoga or art classes",
"ukb-d-20552_2","Behavioural and miscellaneous addictions: A behaviour",
"ukb-d-20553_4","Methods of self-harm used: Ingesting a medication in excess of the normal dose",
"ukb-d-20553_5","Methods of self-harm used: Self-injury such as self-cutting, scratching or hitting, etc.",
"ukb-d-20554_1","Actions taken following self-harm: See anyone from psychiatric or mental health services, including liaison services",
"ukb-d-20554_3","Actions taken following self-harm: Need hospital treatment (eg A&E)",
"ukb-d-20554_5","Actions taken following self-harm: See own GP",
"ukb-d-20554_6","Actions taken following self-harm: Receive help from friends / family / neighbours",
"ukb-d-2247_0","Hearing difficulty/problems: No",
"ukb-d-22503_irnt","Years of cough on most days",
"ukb-d-22506_111","Tobacco smoking: Smokes on most or all days",
"ukb-d-22506_112","Tobacco smoking: Occasionally",
"ukb-d-22506_114","Tobacco smoking: Never smoked",
"ukb-d-22617_1112","Job SOC coding: Directors and chief executives of major organisations",
"ukb-d-22617_1113","Job SOC coding: Senior officials in local government",
"ukb-d-22617_1114","Job SOC coding: Senior officials of special interest organisations",
"ukb-d-22617_1122","Job SOC coding: Managers in construction",
"ukb-d-22617_1132","Job SOC coding: Marketing and sales managers",
"ukb-d-22617_1135","Job SOC coding: Personnel, training and industrial relations managers",
"ukb-d-22617_1136","Job SOC coding: Information and communication technology managers",
"ukb-d-22617_1137","Job SOC coding: Research and development managers",
"ukb-d-22617_1151","Job SOC coding: Financial institution managers",
"ukb-d-22617_1152","Job SOC coding: Office managers",
"ukb-d-22617_1163","Job SOC coding: Retail and wholesale managers",
"ukb-d-22617_1234","Job SOC coding: Shopkeepers and wholesale/retail dealers",
"ukb-d-22617_2111","Job SOC coding: Chemists",
"ukb-d-22617_2112","Job SOC coding: Biological scientists and biochemists",
"ukb-d-22617_2122","Job SOC coding: Mechanical engineers",
"ukb-d-22617_2131","Job SOC coding: IT strategy and planning professionals",
"ukb-d-22617_2132","Job SOC coding: Software professionals",
"ukb-d-22617_2211","Job SOC coding: Medical practitioners",
"ukb-d-22617_2311","Job SOC coding: Higher education teaching professionals",
"ukb-d-22617_2312","Job SOC coding: Further education teaching professionals",
"ukb-d-22617_2313","Job SOC coding: Education officers, school inspectors",
"ukb-d-22617_2314","Job SOC coding: Secondary education teaching professionals",
"ukb-d-22617_2315","Job SOC coding: Primary and nursery education teaching professionals",
"ukb-d-22617_2316","Job SOC coding: Special needs education teaching professionals",
"ukb-d-22617_2317","Job SOC coding: Registrars and senior administrators of educational establishments",
"ukb-d-22617_2319","Job SOC coding: Teaching professionals n.e.c.",
"ukb-d-22617_2321","Job SOC coding: Scientific researchers",
"ukb-d-22617_2329","Job SOC coding: Researchers n.e.c.",
"ukb-d-22617_2411","Job SOC coding: Solicitors and lawyers, judges and coroners",
"ukb-d-22617_2421","Job SOC coding: Chartered and certified accountants",
"ukb-d-22617_2423","Job SOC coding: Management consultants, actuaries, economists and statisticians",
"ukb-d-22617_2441","Job SOC coding: Public service administrative professionals",
"ukb-d-22617_2442","Job SOC coding: Social workers",
"ukb-d-22617_2451","Job SOC coding: Librarians",
"ukb-d-22617_3111","Job SOC coding: Laboratory technicians",
"ukb-d-22617_3113","Job SOC coding: Engineering technicians",
"ukb-d-22617_3119","Job SOC coding: Science and engineering technicians n.e.c.",
"ukb-d-22617_3131","Job SOC coding: IT operations technicians",
"ukb-d-22617_3211","Job SOC coding: Nurses",
"ukb-d-22617_3231","Job SOC coding: Youth and community workers",
"ukb-d-22617_3311","Job SOC coding: NCOs and other ranks",
"ukb-d-22617_3312","Job SOC coding: Police officers (sergeant and below)",
"ukb-d-22617_3537","Job SOC coding: Financial and accounting technicians",
"ukb-d-22617_3539","Job SOC coding: Business and related associate professionals n.e.c.",
"ukb-d-22617_3542","Job SOC coding: Sales representatives",
"ukb-d-22617_3561","Job SOC coding: Public service associate professionals",
"ukb-d-22617_3562","Job SOC coding: Personnel and industrial relations officers",
"ukb-d-22617_3563","Job SOC coding: Vocational and industrial trainers and instructors",
"ukb-d-22617_4111","Job SOC coding: Civil Service executive officers",
"ukb-d-22617_4112","Job SOC coding: Civil Service administrative officers and assistants",
"ukb-d-22617_4113","Job SOC coding: Local government clerical officers and assistants",
"ukb-d-22617_4114","Job SOC coding: Officers of non-governmental organisations",
"ukb-d-22617_4122","Job SOC coding: Accounts and wages clerks, book-keepers, other financial clerks",
"ukb-d-22617_4123","Job SOC coding: Counter clerks",
"ukb-d-22617_4131","Job SOC coding: Filing and other records assistants/clerks",
"ukb-d-22617_4132","Job SOC coding: Pensions and insurance clerks",
"ukb-d-22617_4150","Job SOC coding: General office assistants/clerks",
